loan_id,customer_id,segment,industry,region,rating_grade,outstanding_balance_vnd,undrawn_commitment_vnd,collateral_type,ltv,dscr,leverage,revenue_growth,cash_flow_margin,dpd,rating_downgrade_notches,pd_12m,lgd,ccf,ead_vnd,ifrs9_stage,lifetime_pd,ecl_vnd,default_flag
LN00755,CUS00468,SME,Construction,Binh Duong,BBB,652000000000,123641037585,Real Estate,0.5034,2.485,5.701,0.3143,0.0589,0,0,0.033104,0.426173,0.4,701456415034,1,0.049657,9896323349,0
LN00756,CUS00520,Retail Mortgage,Energy,Hanoi,BB,999000000000,113544987665,Receivables,1.0604,1.451,4.109,0.014,0.0291,95,1,0.163153,0.621152,0.75,1084158740748,3,0.163153,109871353410,1
LN00757,CUS00134,Consumer Finance,F&B,Dong Nai,BBB,2431000000000,31237929231,Receivables,0.3992,1.705,5.946,-0.225,0.1398,95,1,0.079671,0.38971,0.75,2454428446923,3,0.079671,76206462088,1
LN00758,CUS00242,Consumer Finance,Real Estate,Can Tho,BBB,581000000000,209549462189,Inventory,0.8032,1.48,3.416,0.1817,0.0902,35,0,0.040831,0.531136,0.75,738162096641,2,0.122493,48025259297,0
LN00759,CUS00475,Retail Mortgage,Construction,Dong Nai,A,2806000000000,701238211585,Machinery,0.8532,1.746,3.546,0.1495,0.0138,0,0,0.012787,0.548617,0.75,3331928658688,1,0.01918,23373886760,0
LN00760,CUS00601,SME,Construction,Hanoi,BBB,548000000000,98611285685,Inventory,0.7883,1.591,4.211,-0.0864,-0.0546,0,0,0.028633,0.52592,0.4,587444514274,1,0.042949,8846080836,0
LN00761,CUS00096,Large Corporate,Healthcare,Da Nang,BBB,1513000000000,246658636479,Machinery,0.8387,1.8,2.054,-0.0259,0.1412,0,0,0.025,0.543549,0.4,1611663454591,1,0.0375,21900462747,0
LN00762,CUS00477,SME,Manufacturing,Can Tho,BBB,1276000000000,222109469127,Inventory,0.9175,1.863,2.864,0.262,0.0684,0,0,0.025,0.571121,0.4,1364843787650,1,0.0375,19487290307,0
LN00763,CUS00650,SME,Construction,Hanoi,A,52000000000,3764680433,Receivables,1.0142,2.273,3.117,0.0547,0.0223,0,0,0.012168,0.604967,0.4,53505872173,1,0.018252,393871367,0
LN00764,CUS00154,SME,Technology,Hanoi,BB,2918000000000,439971892987,Receivables,0.6049,1.289,2.909,0.1919,-0.1293,0,0,0.055,0.461704,0.4,3093988757194,1,0.0825,78567943283,0
LN00765,CUS00346,Large Corporate,Healthcare,Dong Nai,BBB,2519000000000,824803588309,Cash,0.7894,1.848,3.059,0.1698,0.0136,35,0,0.03976,0.376294,0.4,2848921435323,2,0.11928,127872252990,0
LN00766,CUS00255,SME,Real Estate,HCMC,BBB,1203000000000,193199890609,Machinery,0.8625,2.284,3.336,-0.0791,0.0088,0,0,0.026009,0.551863,0.4,1280279956243,1,0.039013,18376227677,0
LN00767,CUS00042,Large Corporate,Construction,Hanoi,A,2594000000000,576004528964,Machinery,0.9938,1.484,1.327,0.145,0.241,65,1,0.028,0.597845,0.4,2824401811585,2,0.084,141838529686,0
LN00768,CUS00189,Large Corporate,Real Estate,Dong Nai,BBB,2614000000000,955716080645,Unsecured,0.6387,2.331,4.196,0.0548,0.0182,5,0,0.030672,0.673542,0.4,2996286432258,1,0.046008,61899632535,0
LN00769,CUS00448,Retail Mortgage,Construction,Da Nang,BBB,478000000000,170712995352,Receivables,0.2634,1.03,1.897,-0.0688,0.1234,0,0,0.028405,0.342183,0.75,606034746514,1,0.042607,5890390219,0
LN00770,CUS00274,Large Corporate,Manufacturing,Hai Phong,BB,189000000000,51423149423,Unsecured,0.5536,2.499,2.068,0.0539,0.171,0,0,0.055,0.643777,0.4,209569259769,1,0.0825,7420372577,0
LN00771,CUS00572,Large Corporate,Transport,Hanoi,BB,76000000000,24248091036,Machinery,0.8997,2.544,2.937,-0.1645,0.0089,0,0,0.055,0.564905,0.4,85699236414,1,0.0825,2662657932,0
LN00772,CUS00081,Large Corporate,Transport,Dong Nai,BBB,623000000000,129506996140,Receivables,0.9012,1.782,2.238,-0.0068,-0.0232,0,0,0.025,0.565405,0.4,674802798456,1,0.0375,9538427236,0
LN00773,CUS00024,Large Corporate,Transport,Can Tho,BBB,2171000000000,360681592085,Unsecured,0.8048,2.262,3.043,0.0408,0.0558,0,0,0.02513,0.731672,0.4,2315272636834,1,0.037695,42570720564,0
LN00774,CUS00183,Retail Mortgage,Agriculture,Can Tho,CCC,1539000000000,637960633480,Machinery,0.7647,2.309,4.609,0.1277,0.0607,0,3,0.54406,0.51763,0.75,2017470475110,2,0.99,1033859729856,0
LN00775,CUS00402,SME,Energy,HCMC,A,893000000000,168045631219,Inventory,0.7076,1.518,2.768,0.1444,0.2422,15,0,0.015,0.49765,0.4,960218252487,1,0.0225,7167793511,0
LN00776,CUS00101,Retail Mortgage,Technology,Hai Phong,B,1842000000000,130110612129,Inventory,0.5135,2.189,2.189,0.4187,0.0932,15,0,0.15,0.429733,0.75,1939582959096,1,0.225,125025362617,0
LN00777,CUS00583,Consumer Finance,Energy,Dong Nai,BB,775000000000,221950385171,Receivables,0.7698,1.596,0.2,-0.3749,-0.0153,65,0,0.114583,0.519445,0.75,941462788878,2,0.34375,168106788940,0
LN00778,CUS00180,Consumer Finance,Construction,Hai Phong,BBB,2465000000000,980036218974,Real Estate,0.4599,1.405,1.738,0.3094,-0.028,0,0,0.025,0.410965,0.75,3200027164230,1,0.0375,32877469195,0
LN00779,CUS00114,Large Corporate,Retail,Can Tho,CCC,267000000000,107467645803,Inventory,0.9094,2.389,3.259,0.3246,0.2325,95,0,0.732044,0.568274,0.4,309987058321,3,0.732044,128955008835,1
LN00780,CUS00073,Retail Mortgage,Transport,Can Tho,BB,1004000000000,208827486717,Machinery,0.8269,1.863,3.162,0.345,0.1143,35,3,0.1294,0.539429,0.75,1160620615037,2,0.388199,243040698461,0
LN00781,CUS00041,Retail Mortgage,F&B,Da Nang,BBB,497000000000,160087518694,Cash,0.379,0.769,2.87,-0.1087,0.1032,15,1,0.046114,0.23265,0.75,617065639020,1,0.069172,6620196424,0
LN00782,CUS00348,SME,Agriculture,HCMC,BBB,1757000000000,622576413721,Receivables,0.788,2.648,4.844,0.0918,-0.0152,15,1,0.043033,0.525796,0.4,2006030565488,1,0.064549,45389384710,0
LN00783,CUS00582,Large Corporate,Technology,Da Nang,B,1353000000000,390903357670,Real Estate,1.0329,2.329,2.153,0.0871,0.0858,0,1,0.15,0.611507,0.4,1509361343068,1,0.225,138447856206,0
LN00784,CUS00451,Large Corporate,Manufacturing,Dong Nai,BB,108000000000,10741646823,Inventory,1.017,1.441,4.164,-0.031,0.2761,0,0,0.062682,0.605948,0.4,112296658729,1,0.094023,4265239773,0
LN00785,CUS00489,Large Corporate,Manufacturing,Binh Duong,BBB,1575000000000,182365458077,Inventory,0.904,2.863,2.513,0.0291,0.1659,0,1,0.03125,0.566388,0.4,1647946183230,1,0.046875,29168030130,0
LN00786,CUS00015,SME,Transport,Dong Nai,B,2054000000000,290504009615,Cash,0.8644,1.024,5.191,-0.0291,0.0945,0,0,0.168417,0.402546,0.4,2170201603846,1,0.252626,147130143879,0
LN00787,CUS00537,Large Corporate,Transport,HCMC,CCC,920000000000,62136647665,Machinery,0.5993,1.24,3.878,0.1614,-0.0138,5,0,0.332819,0.45976,0.4,944854659066,1,0.499229,144578677512,0
LN00788,CUS00058,SME,Transport,Hai Phong,BB,2567000000000,114175049379,Receivables,0.852,1.702,3.658,-0.1303,0.0575,15,1,0.086845,0.548191,0.4,2612670019751,1,0.130268,124383292957,0
LN00789,CUS00066,Large Corporate,Retail,HCMC,BB,750000000000,232773425456,Unsecured,0.7625,1.465,2.628,-0.1045,0.1962,0,0,0.055,0.716862,0.4,843109370182,1,0.0825,33241636619,0
LN00790,CUS00453,Large Corporate,Real Estate,Hanoi,BB,2400000000000,822614935247,Machinery,0.9186,1.552,3.291,0.1229,0.0725,15,0,0.070668,0.571497,0.4,2729045974098,1,0.106002,110216600039,0
LN00791,CUS00468,SME,Construction,Hanoi,BBB,2452000000000,537610319310,Machinery,0.6106,1.494,3.638,0.013,0.1949,0,1,0.033163,0.46371,0.4,2667044127724,1,0.049745,41014066885,0
LN00792,CUS00575,SME,Energy,Binh Duong,BBB,2587000000000,205509583552,Receivables,0.6232,1.14,3.123,0.2249,0.0697,35,0,0.041156,0.468129,0.4,2669203833420,2,0.123469,154277872637,0
LN00793,CUS00552,Large Corporate,Technology,Can Tho,BBB,1999000000000,5862624618,Machinery,1.0371,1.392,2.322,0.083,0.0978,0,1,0.03125,0.612994,0.4,2001345049847,1,0.046875,38337903880,0
LN00794,CUS00161,Retail Mortgage,Construction,HCMC,A,1260000000000,284509073064,Machinery,0.5516,1.512,4.757,0.2013,0.1307,0,0,0.014531,0.443065,0.75,1473381804798,1,0.021796,9485714811,0
LN00795,CUS00311,Retail Mortgage,Manufacturing,Da Nang,B,2715000000000,191976824677,Cash,1.3929,1.384,1.793,-0.1808,0.1018,65,0,0.25,0.587529,0.75,2858982618507,2,0.75,1259800869585,0
LN00796,CUS00144,Retail Mortgage,Transport,Hai Phong,A,1293000000000,261662527336,Unsecured,0.6943,1.309,3.833,-0.1847,0.1575,0,2,0.0192,0.693006,0.75,1489246895502,2,0.0576,59446432580,0
LN00797,CUS00451,Retail Mortgage,Real Estate,Can Tho,B,856000000000,255023441943,Machinery,0.8359,2.839,4.662,0.1082,0.0144,5,1,0.183937,0.542571,0.75,1047267581457,1,0.275906,104516117782,0
LN00798,CUS00499,Large Corporate,Construction,HCMC,BBB,2962000000000,639369068710,Inventory,1.0221,1.689,1.648,0.1343,0.0856,5,0,0.027083,0.607745,0.4,3217747627484,1,0.040625,52963360883,0
LN00799,CUS00156,SME,Healthcare,Can Tho,BBB,417000000000,10529898426,Real Estate,0.5133,2.371,2.141,0.1358,-0.0724,0,3,0.04375,0.429659,0.4,421211959370,2,0.13125,23753309321,0
LN00800,CUS00070,SME,F&B,Can Tho,A,362000000000,71392749128,Cash,0.9226,1.475,4.754,-0.0422,0.0036,15,0,0.017526,0.422914,0.4,390557099651,1,0.026289,2894854417,0
LN00801,CUS00144,Consumer Finance,Transport,Hanoi,B,1828000000000,614706933004,Inventory,0.8886,2.272,3.386,0.249,0.1572,0,0,0.125552,0.561014,0.75,2289030199753,1,0.188328,161231547356,0
LN00802,CUS00335,SME,Energy,Can Tho,BB,198000000000,74102193105,Receivables,1.3562,3.345,4.765,-0.0828,0.1638,130,2,0.213317,0.724663,0.4,227640877242,3,0.213317,35189379251,1
LN00803,CUS00196,SME,F&B,Can Tho,BB,276000000000,91216678953,Unsecured,0.3539,1.207,3.529,-0.1377,0.1365,0,2,0.085994,0.57387,0.4,312486671581,2,0.257983,46263178257,0
LN00804,CUS00443,Retail Mortgage,Energy,Hanoi,AA,1850000000000,740388691224,Receivables,0.4808,2.116,3.171,0.0248,0.1343,0,0,0.005103,0.418292,0.75,2405291518418,1,0.007654,5134065619,0
LN00805,CUS00364,Large Corporate,F&B,Dong Nai,BBB,79000000000,303522526,Receivables,0.7998,2.082,4.342,-0.1079,0.101,5,0,0.03111,0.529937,0.4,79121409010,1,0.046665,1304437340,0
LN00806,CUS00323,Large Corporate,Manufacturing,HCMC,B,846000000000,117438969796,Machinery,0.6049,2.347,4.224,0.128,0.0822,0,0,0.137625,0.461732,0.4,892975587918,1,0.206437,56744931948,0
LN00807,CUS00214,Large Corporate,Retail,Hai Phong,BB,1112000000000,116582616604,Receivables,1.1514,1.344,6.028,0.143,0.1285,65,0,0.134565,0.652989,0.4,1158633046641,2,0.403696,305425940344,0
LN00808,CUS00501,SME,Technology,Dong Nai,AA,1560000000000,414332470236,Machinery,0.8149,2.829,5.807,-0.1563,0.0856,0,0,0.006684,0.535216,0.4,1725732988094,1,0.010026,6173528112,0
LN00809,CUS00318,SME,Transport,Can Tho,BB,373000000000,134244955131,Machinery,0.7522,2.126,4.38,0.2087,0.2341,0,1,0.077855,0.513278,0.4,426697982052,1,0.116783,17051462820,0
LN00810,CUS00255,Large Corporate,F&B,HCMC,AA,347000000000,101565057301,Unsecured,0.8664,2.215,0.542,0.5423,0.1105,5,2,0.007917,0.753254,0.4,387626022920,2,0.02375,6934544238,0
LN00811,CUS00532,SME,Manufacturing,HCMC,BB,2849000000000,602323377601,Machinery,1.1113,1.98,3.774,0.366,0.0603,15,0,0.073857,0.638957,0.4,3089929351040,1,0.110786,145818149594,0
LN00812,CUS00030,SME,Manufacturing,Hai Phong,BB,667000000000,8998535044,Real Estate,0.9172,1.959,4.565,-0.1615,0.1998,5,0,0.06991,0.571019,0.4,670599414017,1,0.104865,26770347129,0
LN00813,CUS00488,Consumer Finance,Manufacturing,Hai Phong,AA,2211000000000,375132735205,Real Estate,0.4512,1.411,3.332,0.1062,0.1181,95,0,0.013116,0.407911,0.75,2492349551403,3,0.013116,13334635680,1
LN00814,CUS00099,SME,Agriculture,Hai Phong,CCC,2610000000000,847552443,Cash,0.7971,0.634,3.646,0.0731,0.1606,0,2,0.568505,0.378974,0.4,2610339020977,2,0.99,979356924722,0
LN00815,CUS00309,Large Corporate,Healthcare,Da Nang,BBB,2110000000000,123252327917,Machinery,0.9837,1.661,3.743,0.1197,-0.0475,0,0,0.02723,0.594295,0.4,2159300931166,1,0.040845,34943191522,0
LN00816,CUS00036,SME,Technology,Dong Nai,BB,2119000000000,550357696370,Cash,1.0872,2.491,1.62,0.2075,0.1517,5,0,0.059583,0.48053,0.4,2339143078548,1,0.089375,66973319985,0
LN00817,CUS00592,SME,Energy,Hai Phong,B,748000000000,4820694521,Machinery,0.5981,1.018,3.308,0.2604,0.1813,35,0,0.211907,0.459336,0.4,749928277808,2,0.635721,218986173754,0
LN00818,CUS00350,SME,Retail,Can Tho,BBB,2237000000000,442788086149,Inventory,0.8668,1.775,1.157,-0.0826,0.0834,130,0,0.079167,0.553393,0.4,2414115234459,3,0.079167,105762996064,1
LN00819,CUS00124,SME,Agriculture,Binh Duong,B,2738000000000,1054941742902,Real Estate,0.663,1.372,3.494,-0.106,0.1889,0,3,0.21712,0.482053,0.4,3159976697160,2,0.651359,992199533092,0
LN00820,CUS00200,Retail Mortgage,Manufacturing,HCMC,BB,1855000000000,364087988794,Inventory,0.8898,2.028,3.143,0.2231,0.0196,0,2,0.083442,0.561435,0.75,2128065991595,2,0.250325,299080602378,0
LN00821,CUS00163,Retail Mortgage,Retail,Hanoi,B,1451000000000,343173992934,Machinery,0.8981,1.105,2.774,0.0693,-0.0075,5,3,0.22913,0.56434,0.75,1708380494700,2,0.687389,662716624290,0
LN00822,CUS00400,Large Corporate,Healthcare,Binh Duong,BB,624000000000,151862695942,Unsecured,0.7985,2.355,2.791,0.0969,0.1142,95,0,0.142083,0.729471,0.4,684745078376,3,0.142083,70970905506,1
LN00823,CUS00148,SME,Technology,Hai Phong,CCC,2957000000000,1248340422154,Machinery,1.0022,1.801,2.064,0.0266,0.1876,65,0,0.583333,0.60076,0.4,3456336168861,2,0.99,2055665094655,0
LN00824,CUS00600,SME,Retail,Dong Nai,B,2648000000000,499291456436,Machinery,0.7219,1.451,2.625,0.0039,0.1363,65,0,0.25,0.502655,0.4,2847716582574,2,0.75,1073564201598,0
LN00825,CUS00466,Large Corporate,Technology,HCMC,A,1343000000000,6508267321,Inventory,0.9779,2.119,4.775,0.2322,-0.0256,0,0,0.014556,0.592256,0.4,1345603306928,1,0.021834,11600036676,0
LN00826,CUS00299,Retail Mortgage,Transport,HCMC,AA,1564000000000,589768526357,Real Estate,0.7031,1.774,5.165,-0.0177,0.1118,5,1,0.007966,0.496073,0.75,2006326394767,1,0.011948,7927951097,0
LN00827,CUS00283,Consumer Finance,Construction,Da Nang,BB,2455000000000,955702728945,Cash,0.8713,2.87,1.024,0.0896,0.0651,0,1,0.06875,0.404956,0.75,3171777046708,1,0.103125,88304497978,0
LN00828,CUS00500,SME,Transport,Binh Duong,BB,1462000000000,54667121651,Inventory,0.8781,2.602,4.705,0.0896,0.1834,0,0,0.066252,0.557341,0.4,1483866848660,1,0.099378,54791499643,0
LN00829,CUS00619,SME,Healthcare,Hai Phong,BB,2736000000000,471041390876,Cash,0.6355,1.362,4.14,-0.3501,0.0544,15,0,0.076275,0.32242,0.4,2924416556350,1,0.114412,71918696590,0
LN00830,CUS00581,Large Corporate,Real Estate,HCMC,B,1889000000000,487371851403,Receivables,0.8043,0.508,2.726,0.1779,-0.0138,15,0,0.21644,0.53149,0.4,2083948740561,1,0.32466,239728295403,1
LN00831,CUS00270,Large Corporate,Transport,Can Tho,AA,118000000000,38712946217,Receivables,0.9395,1.459,3.735,-0.0703,0.1497,0,0,0.005441,0.578808,0.4,133485178486,1,0.008162,420405362,0
LN00832,CUS00234,SME,Retail,Da Nang,B,2657000000000,384857197903,Cash,0.825,1.386,3.953,0.2189,-0.0515,35,0,0.203725,0.388753,0.4,2810942879161,2,0.611174,667867041394,0
LN00833,CUS00164,Consumer Finance,Construction,HCMC,B,2621000000000,478933677023,Real Estate,0.444,1.256,3.239,-0.0409,0.147,0,0,0.123439,0.405389,0.75,2980200257767,1,0.185158,149131407315,0
LN00834,CUS00613,Large Corporate,Construction,Dong Nai,BBB,2075000000000,653838176064,Inventory,0.6687,0.941,2.327,-0.0961,0.0708,5,0,0.03226,0.484044,0.4,2336535270425,1,0.04839,36485886704,0
LN00835,CUS00231,Large Corporate,F&B,Hai Phong,BBB,2184000000000,347714297532,Inventory,0.9823,2.202,4.485,-0.1631,0.1922,0,3,0.048205,0.593801,0.4,2323085719012,2,0.144614,199488146379,0
LN00836,CUS00304,SME,Retail,HCMC,B,1123000000000,13320616292,Unsecured,0.5992,1.935,5.33,0.1511,0.2501,0,1,0.183552,0.659723,0.4,1128328246516,1,0.275329,136633365695,0
LN00837,CUS00373,SME,Healthcare,Can Tho,CCC,1699000000000,425336250975,Receivables,0.9807,1.796,3.862,0.2803,0.0054,35,0,0.472295,0.593238,0.4,1869134500390,2,0.99,1097753412715,0
LN00838,CUS00099,SME,Energy,Can Tho,B,1313000000000,319277089222,Machinery,1.0044,2.548,4.202,-0.0669,0.225,5,1,0.177302,0.601537,0.4,1440710835688,1,0.265954,153657512123,0
LN00839,CUS00606,SME,Technology,Hai Phong,CCC,2476000000000,253841974448,Real Estate,0.4697,2.498,5.769,0.0309,0.1003,15,0,0.443036,0.414384,0.4,2577536789779,1,0.664555,473203170198,0
LN00840,CUS00259,Large Corporate,Manufacturing,Dong Nai,AA,2291000000000,670403661120,Receivables,1.0063,2.297,2.23,0.0623,0.062,0,2,0.0075,0.60219,0.4,2559161464448,2,0.0225,34674807247,0
LN00841,CUS00553,SME,Healthcare,Dong Nai,AA,548000000000,243198546100,Unsecured,0.8976,2.389,1.163,0.0156,0.0396,35,2,0.010417,0.764155,0.4,645279418440,2,0.03125,15409167616,0
LN00842,CUS00616,Consumer Finance,Real Estate,Can Tho,BB,2918000000000,990689725138,Real Estate,0.8772,0.99,1.938,0.1389,0.1025,0,0,0.064226,0.557032,0.75,3661017293853,1,0.09634,130977349879,0
LN00843,CUS00352,Retail Mortgage,Manufacturing,HCMC,B,2661000000000,1112222908424,Real Estate,0.626,1.311,4.381,0.1821,0.0531,15,0,0.169892,0.4691,0.75,3495167181318,1,0.254838,278551569725,0
LN00844,CUS00537,Large Corporate,Transport,Da Nang,A,1034000000000,232501952535,Receivables,0.5602,2.023,4.5,0.1567,0.3205,5,0,0.01516,0.446069,0.4,1127000781014,1,0.02274,7621365441,0
LN00845,CUS00072,Large Corporate,Healthcare,HCMC,AA,244000000000,74961567236,Cash,0.8597,1.818,3.422,0.0773,0.0582,15,0,0.006503,0.400899,0.4,273984626894,1,0.009755,714297934,0
LN00846,CUS00182,SME,Healthcare,Binh Duong,A,896000000000,393432227075,Cash,1.0015,2.484,4.415,0.1783,0.154,0,0,0.014037,0.450517,0.4,1053372890830,1,0.021056,6661514469,0
LN00847,CUS00198,Large Corporate,Technology,Binh Duong,A,2203000000000,880550321990,Real Estate,0.6774,1.532,6.198,-0.089,0.1845,0,0,0.016605,0.487098,0.4,2555220128796,1,0.024908,20667830893,0
LN00848,CUS00503,Consumer Finance,Healthcare,HCMC,A,2699000000000,665549636040,Receivables,1.04,1.341,4.181,0.2504,0.1579,0,0,0.013701,0.613989,0.75,3198162227030,1,0.020551,26903751009,0
LN00849,CUS00560,SME,Real Estate,Dong Nai,B,2703000000000,860734793891,Receivables,0.8984,1.587,1.15,0.047,0.048,0,0,0.12,0.564448,0.4,3047293917556,1,0.18,206404532507,0
LN00850,CUS00314,Large Corporate,Transport,Hai Phong,A,1201000000000,510318442615,Machinery,1.0712,1.274,3.868,0.1144,0.0987,0,0,0.01325,0.624913,0.4,1405127377046,1,0.019875,11634833996,0
LN00851,CUS00049,Retail Mortgage,F&B,Da Nang,CCC,227000000000,53889245761,Unsecured,1.3179,2.145,2.546,0.3043,0.1711,5,1,0.373333,0.91128,0.75,267416934320,1,0.56,90978254375,0
LN00852,CUS00191,Consumer Finance,Transport,HCMC,BBB,2804000000000,1102441226511,Real Estate,0.5033,1.752,1.499,0.1555,0.1593,5,2,0.039583,0.426147,0.75,3630830919883,2,0.11875,183738157630,0
LN00853,CUS00339,Retail Mortgage,Construction,HCMC,BB,848000000000,217949058183,Receivables,0.8039,1.691,0.989,0.342,0.1393,35,0,0.087083,0.531349,0.75,1011461793637,2,0.26125,140406107793,0
LN00854,CUS00318,SME,Retail,HCMC,CCC,185000000000,12981088649,Receivables,0.9606,1.176,2.065,0.0591,0.2705,5,1,0.378707,0.58621,0.4,190192435459,1,0.56806,42223013907,0
LN00855,CUS00132,SME,F&B,Dong Nai,CCC,1705000000000,631872513330,Real Estate,0.3744,2.538,4.103,0.3705,0.0898,5,0,0.340393,0.381044,0.4,1957749005332,1,0.510589,253929329530,0
LN00856,CUS00408,SME,Construction,Da Nang,BB,652000000000,264710509089,Real Estate,0.679,1.451,3.264,-0.1216,0.2596,0,0,0.056743,0.487634,0.4,757884203635,1,0.085115,20970603646,0
LN00857,CUS00115,Retail Mortgage,F&B,HCMC,BB,446000000000,152730549879,Inventory,0.5211,2.502,3.376,0.1531,0.1205,0,0,0.057485,0.432377,0.75,560547912409,1,0.086227,13932423917,0
LN00858,CUS00194,Large Corporate,Energy,Can Tho,AA,278000000000,30243155865,Unsecured,0.7399,1.358,2.204,0.2314,0.1743,0,2,0.0075,0.70898,0.4,290097262346,2,0.0225,4627645858,0
LN00859,CUS00189,Large Corporate,Transport,Dong Nai,A,627000000000,96311194919,Real Estate,1.0798,1.419,2.649,0.1774,0.0408,0,0,0.012,0.627942,0.4,665524477967,1,0.018,5014930629,0
LN00860,CUS00531,Large Corporate,Technology,Binh Duong,A,286000000000,108548450388,Receivables,0.6932,1.436,2.512,0.2001,0.1754,0,0,0.012,0.492619,0.4,329419380155,1,0.018,1947338990,0
LN00861,CUS00037,Retail Mortgage,Manufacturing,Binh Duong,AAA,1519000000000,26268841047,Inventory,1.0974,1.316,3.316,0.0806,0.1639,0,1,0.002576,0.634091,0.75,1538701630785,1,0.003864,2513144222,0
LN00862,CUS00466,SME,Real Estate,Hai Phong,BB,2342000000000,679544342353,Receivables,0.9211,1.646,5.097,-0.2041,0.1313,5,0,0.073423,0.572374,0.4,2613817736941,1,0.110135,109846997615,0
LN00863,CUS00471,SME,Manufacturing,Hai Phong,B,918000000000,59654697409,Inventory,0.7694,1.542,8.35,-0.0577,0.1465,0,1,0.227043,0.519275,0.4,941861878963,1,0.340565,111043505984,0
LN00864,CUS00373,Retail Mortgage,Agriculture,Da Nang,BB,514000000000,194323306001,Receivables,0.7205,1.009,5.865,-0.0847,0.1296,5,0,0.086882,0.502187,0.75,659742479500,1,0.130324,28785411345,0
LN00865,CUS00384,Large Corporate,Energy,Dong Nai,BBB,845000000000,93544205959,Cash,0.7896,1.107,5.344,-0.0134,0.1062,0,1,0.040148,0.376366,0.4,882417682383,1,0.060222,13333713924,0
LN00866,CUS00161,Large Corporate,Energy,Dong Nai,BBB,2225000000000,653052737836,Real Estate,0.4643,1.477,5.717,0.1187,-0.0205,0,0,0.033151,0.412495,0.4,2486221095134,1,0.049726,33998082713,0
LN00867,CUS00422,SME,Agriculture,Da Nang,BBB,99000000000,30916346076,Receivables,0.6263,2.336,2.862,0.3748,0.0471,0,1,0.03125,0.469216,0.4,111366538430,1,0.046875,1632965971,0
LN00868,CUS00055,Retail Mortgage,Manufacturing,Da Nang,BBB,1297000000000,356235472384,Receivables,0.8049,1.857,1.484,0.0465,0.0745,0,0,0.025,0.531702,0.75,1564176604288,1,0.0375,20791900523,0
LN00869,CUS00311,Consumer Finance,Transport,Hanoi,B,833000000000,278732577167,Inventory,1.0155,1.677,4.99,0.1814,0.0206,0,0,0.148659,0.605434,0.75,1042049432875,1,0.222988,93787726670,0
LN00870,CUS00256,Consumer Finance,Manufacturing,Hanoi,B,670000000000,125178539691,Machinery,1.2473,1.052,2.808,0.2044,0.175,0,3,0.224175,0.686549,0.75,763883904768,2,0.672525,352701805935,0
LN00871,CUS00021,Consumer Finance,Manufacturing,Hai Phong,BB,163000000000,9946167621,Real Estate,0.5068,2.165,3.335,0.1117,0.034,65,0,0.116792,0.42738,0.75,170459625715,2,0.350377,25525363477,0
LN00872,CUS00202,Large Corporate,Healthcare,Dong Nai,CCC,350000000000,139622286098,Inventory,0.5084,2.069,3.516,0.0243,0.1661,0,3,0.507344,0.427937,0.4,405848914439,2,0.99,171941087559,0
LN00873,CUS00171,SME,Construction,Hanoi,BBB,67000000000,18749145167,Receivables,0.3279,0.885,2.492,0.1829,-0.136,35,0,0.045888,0.36477,0.4,74499658066,2,0.137664,3741054853,0
LN00874,CUS00640,Large Corporate,F&B,Hanoi,BB,1384000000000,25195833783,Receivables,0.8022,1.8,0.836,0.0089,0.0985,0,0,0.055,0.530781,0.4,1394078333513,1,0.0825,40697290654,0
LN00875,CUS00355,Large Corporate,Real Estate,Dong Nai,BB,1927000000000,329531683706,Machinery,1.141,1.984,2.785,-0.0738,0.1414,15,0,0.06875,0.649347,0.4,2058812673482,1,0.103125,91910738518,0
LN00876,CUS00110,SME,Retail,HCMC,BBB,343000000000,140976707065,Inventory,0.4796,2.002,2.912,0.0008,0.0294,0,0,0.025,0.417852,0.4,399390682826,1,0.0375,4172152256,0
LN00877,CUS00472,Large Corporate,Transport,Dong Nai,AA,972000000000,340680658872,Cash,0.8682,1.742,5.73,0.1076,0.166,0,0,0.006638,0.403885,0.4,1108272263548,1,0.009957,2971345441,0
LN00878,CUS00216,SME,Construction,Hanoi,B,2886000000000,180149093672,Real Estate,0.4481,2.894,1.624,0.1928,0.207,0,0,0.12,0.406826,0.4,2958059637468,1,0.18,144410023808,0
LN00879,CUS00007,Large Corporate,Energy,Hanoi,BB,791000000000,169447900810,Cash,1.0433,3.346,2.492,0.0089,0.0615,35,0,0.087083,0.46514,0.4,858779160324,2,0.26125,104356976079,0
LN00880,CUS00607,Large Corporate,Retail,Da Nang,A,2358000000000,1032157135491,Cash,1.1418,1.535,1.126,0.183,0.1136,0,3,0.021,0.499625,0.4,2770862854196,2,0.063,87216694833,0
LN00881,CUS00062,SME,Agriculture,Binh Duong,BB,1749000000000,197510039072,Machinery,0.7667,2.138,6.142,0.0966,0.0636,0,0,0.075738,0.518361,0.4,1828004015628,1,0.113606,71766420790,0
LN00882,CUS00068,Large Corporate,Energy,Binh Duong,B,1828000000000,9870331181,Unsecured,0.7014,1.791,2.599,-0.261,-0.0037,0,0,0.12,0.695479,0.4,1831948132472,1,0.18,152889712563,0
LN00883,CUS00333,SME,Transport,Can Tho,BBB,1969000000000,328231367962,Unsecured,0.778,2.406,0.981,-0.0047,0.0967,5,0,0.027083,0.722311,0.4,2100292547184,1,0.040625,41087173507,0
